source	relation	target	status	note
SEC_PDE_PHYSICAL_ONTOLOGY	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Physical picture and ontology checklist.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_MATERIAL_GAP	v05	pde_audit_full.md:12301 — Stage V2-29 - Superfluid Material Closure Gap
SEC_PDE_MATERIAL_GAP	ANCHORS_CLAIM_SECTION	CLAIM_MATERIAL_CLOSURE_GAP	v05	Material closure gap.
SEC_PDE_MATERIAL_GAP	ANCHORS_CLAIM_SECTION	OPEN_MATERIAL_CLOSURE	v05	Material closure gap.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_EM_STATUS	v05	pde_audit_full.md:12537 — Stage V2-30 - Electromagnetic Ontology and Status
SEC_PDE_EM_STATUS	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_RECIRCULATION_OPEN	v05	EM ontology and recirculation/plumbing status.
SEC_PDE_EM_STATUS	ANCHORS_CLAIM_SECTION	OPEN_MIXED_RECIRCULATION	v05	EM ontology and recirculation/plumbing status.
SEC_PDE_EM_STATUS	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	EM ontology and recirculation/plumbing status.
FILE_ATOM_WORK	HAS_SECTION_ANCHOR	SEC_ATOM_FOUNDATIONS	v05	atom_work.md:3 — Part I — Foundations
SEC_ATOM_FOUNDATIONS	ANCHORS_CLAIM_SECTION	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	v05	Atomic/lepton foundations.
SEC_ATOM_FOUNDATIONS	ANCHORS_CLAIM_SECTION	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v05	Atomic/lepton foundations.
FILE_ATOM_WORK	HAS_SECTION_ANCHOR	SEC_ATOM_HYDROGEN	v05	atom_work.md:240 — Part II — Hydrogen from the Existing 4D Action
SEC_ATOM_HYDROGEN	ANCHORS_CLAIM_SECTION	CLAIM_ATOMIC_HYDROGEN_ZERO_MODE	v05	Hydrogenic reduction.
FILE_LEPTON_WORK	HAS_SECTION_ANCHOR	SEC_LEPTON_VERDICT	v05	lepton_work.md:15 — 1.3 Final conditional verdict
SEC_LEPTON_VERDICT	ANCHORS_CLAIM_SECTION	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	v05	Conditional lepton verdict.
FILE_LEPTON_WORK	HAS_SECTION_ANCHOR	SEC_LEPTON_MIXED_ROTOR	v05	lepton_work.md:107 — 4. Corrected same-charge mixed-sector rotor
SEC_LEPTON_MIXED_ROTOR	ANCHORS_CLAIM_SECTION	CLAIM_LEPTON_HALF_INTEGER_CONDITIONAL	v05	Mixed-sector Berry rotor.
SEC_LEPTON_MIXED_ROTOR	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	Mixed-sector Berry rotor.
FILE_LEPTON_MASS	HAS_SECTION_ANCHOR	SEC_LEPTON_MASS_THEOREM	v05	lepton_mass_notes.md:46 — 2. Core isolated-electron mass theorem
SEC_LEPTON_MASS_THEOREM	ANCHORS_CLAIM_SECTION	CLAIM_LEPTON_MASS_REDUCED_LEDGER	v05	Mass partition theorem.
FILE_G2_OUTPUT	HAS_SECTION_ANCHOR	SEC_G2_QUOTIENT	v05	g2_full_output.md:1 — Step 1 — Exact moving-throat quotient bridge and staggered anomaly benchmark
SEC_G2_QUOTIENT	ANCHORS_CLAIM_SECTION	CLAIM_G2_COMMON_QUOTIENT	v05	Quotient bridge.
FILE_G2_OUTPUT	HAS_SECTION_ANCHOR	SEC_G2_PREF_SLOPE	v05	g2_full_output.md:1144 — Step 4 — Exact transfer-shape / outgoing-prefactor bridge
SEC_G2_PREF_SLOPE	ANCHORS_CLAIM_SECTION	CLAIM_G2_COMMON_QUOTIENT	v05	Xi1/P1/P0 bridge.
SEC_G2_PREF_SLOPE	ANCHORS_CLAIM_SECTION	OPEN_WEAK_AXISYM_ORBIT_LOCK	v05	Xi1/P1/P0 bridge.
ATLAS_V05_STATUS_DASHBOARD	DECLARES	ATLAS_CURRENT_READINESS_V05	v05	v0.5 states current readiness and remaining work.
ATLAS_PHASE_1_CURATED_GRAPH	NEXT_PASS	ATLAS_PHASE_2_STATUS_GATES	v05	Atlas implementation sequence.
ATLAS_PHASE_2_STATUS_GATES	NEXT_PASS	ATLAS_PHASE_3_EQUATION_ANCHORS	v05	Atlas implementation sequence.
ATLAS_PHASE_3_EQUATION_ANCHORS	NEXT_PASS	ATLAS_PHASE_4_CLAIM_LAYER	v05	Atlas implementation sequence.
ATLAS_PHASE_4_CLAIM_LAYER	NEXT_PASS	ATLAS_PHASE_5_SECTION_ANCHORS	v05	Atlas implementation sequence.
ATLAS_PHASE_5_SECTION_ANCHORS	NEXT_PASS	ATLAS_PHASE_6_PAPER_BACKLINKS	v05	Atlas implementation sequence.
ATLAS_PHASE_6_PAPER_BACKLINKS	NEXT_PASS	ATLAS_PHASE_7_QUERY_VALIDATION	v05	Atlas implementation sequence.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_1_CURATED_GRAPH	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_2_STATUS_GATES	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_3_EQUATION_ANCHORS	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_4_CLAIM_LAYER	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_5_SECTION_ANCHORS	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_6_PAPER_BACKLINKS	v05	Dashboard tracks this pass.
ATLAS_V05_STATUS_DASHBOARD	TRACKS_PASS	ATLAS_PHASE_7_QUERY_VALIDATION	v05	Dashboard tracks this pass.
ATLAS_PHASE_5_SECTION_ANCHORS	PARTIALLY_SATISFIES	ATLAS_V1_COMPLETION_CRITERIA	v05	Section anchors are a v1.0 criterion but not fully complete yet.
ATLAS_PHASE_6_PAPER_BACKLINKS	REQUIRED_FOR	ATLAS_V1_COMPLETION_CRITERIA	v05	Bidirectional backlinks are required before calling atlas v1.0 complete.
ATLAS_PHASE_7_QUERY_VALIDATION	REQUIRED_FOR	ATLAS_V1_COMPLETION_CRITERIA	v05	Query/use-case validation is required before v1.0.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_ACTUAL_BRANCH_EXPORTER	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_QUAD_NORMALIZATION	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_PARENT_PROMOTION_S_SIGMA	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_WEAK_AXISYM_ORBIT_LOCK	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_MATERIAL_CLOSURE	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_MIXED_RECIRCULATION	v05	Still open after atlas organization; atlas tracks it but does not solve it.
ATLAS_CURRENT_READINESS_V05	FLAGS_REMAINING_GATE	OPEN_LEPTON_SPIN_DISCRETIZER	v05	Still open after atlas organization; atlas tracks it but does not solve it.
FILE_1PN_BRIDGE	HAS_SECTION_ANCHOR	SEC_1PN_BRIDGE_HEADLINE	v06	v0.6 section anchor: 1) Headline derived values (carry-forward constants)
SEC_1PN_BRIDGE_HEADLINE	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v06	v0.6 section anchor for CLAIM_1PN_EIH_WITHIN_HIERARCHY
FILE_1PN_BRIDGE	HAS_SECTION_ANCHOR	SEC_1PN_BRIDGE_DICTIONARY	v06	v0.6 section anchor: 2) Minimal dictionary of the unified 4D model used by this paper
SEC_1PN_BRIDGE_DICTIONARY	ANCHORS_CLAIM_SECTION	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v06	v0.6 section anchor for CLAIM_CHARGE_ONTOLOGY_FIREWALL
SEC_1PN_BRIDGE_DICTIONARY	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v06	v0.6 section anchor for CLAIM_PROJECTION_OPEN_BRANE_SYSTEM
FILE_1PN_BRIDGE	HAS_SECTION_ANCHOR	SEC_1PN_BRIDGE_DOWNSTREAM	v06	v0.6 section anchor: 12) Takeaway for downstream reasoning
SEC_1PN_BRIDGE_DOWNSTREAM	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v06	v0.6 section anchor for CLAIM_1PN_EIH_WITHIN_HIERARCHY
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_SUMMARY_SCOPE	v06	v0.6 section anchor: 0) What this package is doing
SEC_5PN_SUMMARY_SCOPE	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v06	v0.6 section anchor for CLAIM_5PN_FULL_BUNDLE_SURFACE
SEC_5PN_SUMMARY_SCOPE	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v06	v0.6 section anchor for CLAIM_BRANCH_EXPORTER_REQUIRED
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_SUMMARY_CLAIMS	v06	v0.6 section anchor: 2) What this package claims — and what it does not claim
SEC_5PN_SUMMARY_CLAIMS	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v06	v0.6 section anchor for CLAIM_5PN_FULL_BUNDLE_SURFACE
SEC_5PN_SUMMARY_CLAIMS	ANCHORS_CLAIM_SECTION	OPEN_ACTUAL_BRANCH_EXPORTER	v06	v0.6 section anchor for OPEN_ACTUAL_BRANCH_EXPORTER
SEC_5PN_SUMMARY_CLAIMS	ANCHORS_CLAIM_SECTION	OPEN_WEAK_AXISYM_ORBIT_LOCK	v06	v0.6 section anchor for OPEN_WEAK_AXISYM_ORBIT_LOCK
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_SUMMARY_MONOMIALS	v06	v0.6 section anchor: 4.5 Coherent normal form and exact monomial coordinates
SEC_5PN_SUMMARY_MONOMIALS	ANCHORS_CLAIM_SECTION	CLAIM_G2_COMMON_QUOTIENT	v06	v0.6 section anchor for CLAIM_G2_COMMON_QUOTIENT
SEC_5PN_SUMMARY_MONOMIALS	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v06	v0.6 section anchor for CLAIM_5PN_FULL_BUNDLE_SURFACE
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_SUMMARY_BOTTOM_LINE	v06	v0.6 section anchor: 10) Bottom-line interpretation
SEC_5PN_SUMMARY_BOTTOM_LINE	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v06	v0.6 section anchor for CLAIM_5PN_FULL_BUNDLE_SURFACE
SEC_5PN_SUMMARY_BOTTOM_LINE	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v06	v0.6 section anchor for CLAIM_BRANCH_EXPORTER_REQUIRED
FILE_4D_PARENT	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_4D_PARENT	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	CLAIM_PARENT_ACTION_CURRENT_EXACT	v06	Paper backlink block references CLAIM_PARENT_ACTION_CURRENT_EXACT.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v06	Paper backlink block references CLAIM_PROJECTION_OPEN_BRANE_SYSTEM.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v06	Paper backlink block references CLAIM_ZERO_MODE_MAXWELL_REDUCTION.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v06	Paper backlink block references CLAIM_CHARGE_ONTOLOGY_FIREWALL.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_PARENT_ACTION_CURRENT	v06	Paper backlink block references EQ_PARENT_ACTION_CURRENT.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_GNLS_BULK	v06	Paper backlink block references EQ_GNLS_BULK.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_PROJECTED_CONTINUITY	v06	Paper backlink block references EQ_PROJECTED_CONTINUITY.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_LONGITUDINAL_IDENTITY	v06	Paper backlink block references EQ_LONGITUDINAL_IDENTITY.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_ZERO_MODE_MAXWELL	v06	Paper backlink block references EQ_ZERO_MODE_MAXWELL.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	EQ_QEFF_NORMALIZATION	v06	Paper backlink block references EQ_QEFF_NORMALIZATION.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	PHYS_BRANE_OBSERVER	v06	Paper backlink block references PHYS_BRANE_OBSERVER.
BACKLINK_4D_PARENT	BACKLINKS_ATLAS_NODE	PHYS_MIXED_EM_CORE	v06	Paper backlink block references PHYS_MIXED_EM_CORE.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_PARENT_ACTION	v06	Paper backlink block references source-section anchor SEC_4D_PARENT_ACTION.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_EXACT_EQUATIONS	v06	Paper backlink block references source-section anchor SEC_4D_EXACT_EQUATIONS.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_PROJECTION_REDUCTION	v06	Paper backlink block references source-section anchor SEC_4D_PROJECTION_REDUCTION.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_PROJECTED_CONTINUITY	v06	Paper backlink block references source-section anchor SEC_4D_PROJECTED_CONTINUITY.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_POISSON_HOOK	v06	Paper backlink block references source-section anchor SEC_4D_POISSON_HOOK.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_ZERO_MODE_MAXWELL	v06	Paper backlink block references source-section anchor SEC_4D_ZERO_MODE_MAXWELL.
BACKLINK_4D_PARENT	BACKLINKS_SECTION_ANCHOR	SEC_4D_CHARGE_BOOKKEEPING	v06	Paper backlink block references source-section anchor SEC_4D_CHARGE_BOOKKEEPING.
FILE_EM_FIELDS	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_EM_FIELDS	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v06	Paper backlink block references CLAIM_ZERO_MODE_MAXWELL_REDUCTION.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v06	Paper backlink block references CLAIM_CHARGE_ONTOLOGY_FIREWALL.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	CLAIM_MIXED_SECTOR_MICROSCOPIC	v06	Paper backlink block references CLAIM_MIXED_SECTOR_MICROSCOPIC.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	MATH_LOCALIZED_MAXWELL_AM	v06	Paper backlink block references MATH_LOCALIZED_MAXWELL_AM.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	MATH_ZERO_MODE_MAXWELL	v06	Paper backlink block references MATH_ZERO_MODE_MAXWELL.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	MATH_QSTAR_QEFF	v06	Paper backlink block references MATH_QSTAR_QEFF.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	MATH_MIXED_FIELDS_EW_CA	v06	Paper backlink block references MATH_MIXED_FIELDS_EW_CA.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	EQ_ZERO_MODE_MAXWELL	v06	Paper backlink block references EQ_ZERO_MODE_MAXWELL.
BACKLINK_EM_FIELDS	BACKLINKS_ATLAS_NODE	EQ_QEFF_NORMALIZATION	v06	Paper backlink block references EQ_QEFF_NORMALIZATION.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_CHARGE_ONTOLOGY	v06	Paper backlink block references source-section anchor SEC_EM_CHARGE_ONTOLOGY.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_LOCALIZED_ACTION	v06	Paper backlink block references source-section anchor SEC_EM_LOCALIZED_ACTION.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_BULK_EQUATIONS	v06	Paper backlink block references source-section anchor SEC_EM_BULK_EQUATIONS.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_ZERO_MODE	v06	Paper backlink block references source-section anchor SEC_EM_ZERO_MODE.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_QEFF	v06	Paper backlink block references source-section anchor SEC_EM_QEFF.
BACKLINK_EM_FIELDS	BACKLINKS_SECTION_ANCHOR	SEC_EM_DEVIATIONS	v06	Paper backlink block references source-section anchor SEC_EM_DEVIATIONS.
BACKLINK_EM_FIELDS	FLAGS_OPEN_GATE	OPEN_MIXED_RECIRCULATION	v06	Paper backlink block flags open gate OPEN_MIXED_RECIRCULATION.
FILE_PLASMA	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_PLASMA	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v06	Paper backlink block references CLAIM_PROJECTION_OPEN_BRANE_SYSTEM.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	CLAIM_MIXED_SECTOR_MICROSCOPIC	v06	Paper backlink block references CLAIM_MIXED_SECTOR_MICROSCOPIC.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	MATH_W_PROJECTION	v06	Paper backlink block references MATH_W_PROJECTION.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	MATH_Z_PROFILE	v06	Paper backlink block references MATH_Z_PROFILE.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	MATH_MIXED_FIELDS_EW_CA	v06	Paper backlink block references MATH_MIXED_FIELDS_EW_CA.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	EQ_PROJECTED_CONTINUITY	v06	Paper backlink block references EQ_PROJECTED_CONTINUITY.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	PHYS_OPEN_CONDUIT	v06	Paper backlink block references PHYS_OPEN_CONDUIT.
BACKLINK_PLASMA	BACKLINKS_ATLAS_NODE	PHYS_MIXED_EM_CORE	v06	Paper backlink block references PHYS_MIXED_EM_CORE.
BACKLINK_PLASMA	BACKLINKS_SECTION_ANCHOR	SEC_PLASMA_Z_VS_W	v06	Paper backlink block references source-section anchor SEC_PLASMA_Z_VS_W.
BACKLINK_PLASMA	BACKLINKS_SECTION_ANCHOR	SEC_PLASMA_MIXED_FIELDS	v06	Paper backlink block references source-section anchor SEC_PLASMA_MIXED_FIELDS.
BACKLINK_PLASMA	BACKLINKS_SECTION_ANCHOR	SEC_PLASMA_LEAKAGE	v06	Paper backlink block references source-section anchor SEC_PLASMA_LEAKAGE.
BACKLINK_PLASMA	BACKLINKS_SECTION_ANCHOR	SEC_PLASMA_AW_ROLE	v06	Paper backlink block references source-section anchor SEC_PLASMA_AW_ROLE.
BACKLINK_PLASMA	FLAGS_OPEN_GATE	OPEN_MIXED_RECIRCULATION	v06	Paper backlink block flags open gate OPEN_MIXED_RECIRCULATION.
FILE_1PN_BRIDGE	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_1PN_BRIDGE	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_1PN_BRIDGE	BACKLINKS_ATLAS_NODE	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v06	Paper backlink block references CLAIM_1PN_EIH_WITHIN_HIERARCHY.
BACKLINK_1PN_BRIDGE	BACKLINKS_ATLAS_NODE	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v06	Paper backlink block references CLAIM_CHARGE_ONTOLOGY_FIREWALL.
BACKLINK_1PN_BRIDGE	BACKLINKS_ATLAS_NODE	MATH_POISSON_HOOK	v06	Paper backlink block references MATH_POISSON_HOOK.
BACKLINK_1PN_BRIDGE	BACKLINKS_ATLAS_NODE	PHYS_BRANE_BULK_THROAT_DEFECT	v06	Paper backlink block references PHYS_BRANE_BULK_THROAT_DEFECT.
BACKLINK_1PN_BRIDGE	BACKLINKS_ATLAS_NODE	PHYS_INTERIOR_SUPPORT	v06	Paper backlink block references PHYS_INTERIOR_SUPPORT.
BACKLINK_1PN_BRIDGE	BACKLINKS_SECTION_ANCHOR	SEC_1PN_BRIDGE_HEADLINE	v06	Paper backlink block references source-section anchor SEC_1PN_BRIDGE_HEADLINE.
BACKLINK_1PN_BRIDGE	BACKLINKS_SECTION_ANCHOR	SEC_1PN_BRIDGE_DICTIONARY	v06	Paper backlink block references source-section anchor SEC_1PN_BRIDGE_DICTIONARY.
BACKLINK_1PN_BRIDGE	BACKLINKS_SECTION_ANCHOR	SEC_1PN_BRIDGE_DOWNSTREAM	v06	Paper backlink block references source-section anchor SEC_1PN_BRIDGE_DOWNSTREAM.
FILE_1PN_FULL	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_1PN_FULL	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_1PN_FULL	BACKLINKS_ATLAS_NODE	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v06	Paper backlink block references CLAIM_1PN_EIH_WITHIN_HIERARCHY.
BACKLINK_1PN_FULL	BACKLINKS_ATLAS_NODE	EQ_1PN_EIH_EQUALITY	v06	Paper backlink block references EQ_1PN_EIH_EQUALITY.
BACKLINK_1PN_FULL	BACKLINKS_ATLAS_NODE	CLAIM_RESPONSE_READOUT_DISCIPLINE	v06	Paper backlink block references CLAIM_RESPONSE_READOUT_DISCIPLINE.
BACKLINK_1PN_FULL	BACKLINKS_ATLAS_NODE	PHYS_BRANE_BULK_THROAT_DEFECT	v06	Paper backlink block references PHYS_BRANE_BULK_THROAT_DEFECT.
BACKLINK_1PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_1PN_TAXONOMY	v06	Paper backlink block references source-section anchor SEC_1PN_TAXONOMY.
BACKLINK_1PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_1PN_HEADLINE	v06	Paper backlink block references source-section anchor SEC_1PN_HEADLINE.
BACKLINK_1PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_1PN_FULL_LAGRANGIAN	v06	Paper backlink block references source-section anchor SEC_1PN_FULL_LAGRANGIAN.
BACKLINK_1PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_1PN_FIXED_SYMBOLIC	v06	Paper backlink block references source-section anchor SEC_1PN_FIXED_SYMBOLIC.
FILE_2PN_FULL	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_2PN_FULL	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_2PN_FULL	BACKLINKS_ATLAS_NODE	CLAIM_2PN_ADM_WITHIN_HIERARCHY	v06	Paper backlink block references CLAIM_2PN_ADM_WITHIN_HIERARCHY.
BACKLINK_2PN_FULL	BACKLINKS_ATLAS_NODE	EQ_2PN_ADM_EQUALITY	v06	Paper backlink block references EQ_2PN_ADM_EQUALITY.
BACKLINK_2PN_FULL	BACKLINKS_ATLAS_NODE	PHYS_GROUPED_P2_SHAPE_RESPONSE	v06	Paper backlink block references PHYS_GROUPED_P2_SHAPE_RESPONSE.
BACKLINK_2PN_FULL	BACKLINKS_ATLAS_NODE	CLAIM_STAGE1_GEOMETRY_LIFT	v06	Paper backlink block references CLAIM_STAGE1_GEOMETRY_LIFT.
BACKLINK_2PN_FULL	BACKLINKS_ATLAS_NODE	CLAIM_STAGE2_AL_RECOVERY	v06	Paper backlink block references CLAIM_STAGE2_AL_RECOVERY.
BACKLINK_2PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_2PN_CLAIMS	v06	Paper backlink block references source-section anchor SEC_2PN_CLAIMS.
BACKLINK_2PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_2PN_MAIN_THEOREM	v06	Paper backlink block references source-section anchor SEC_2PN_MAIN_THEOREM.
BACKLINK_2PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_2PN_OPEN_DYNAMIC	v06	Paper backlink block references source-section anchor SEC_2PN_OPEN_DYNAMIC.
BACKLINK_2PN_FULL	BACKLINKS_SECTION_ANCHOR	SEC_2PN_P0P2_APPENDIX	v06	Paper backlink block references source-section anchor SEC_2PN_P0P2_APPENDIX.
BACKLINK_2PN_FULL	FLAGS_OPEN_GATE	OPEN_ACTUAL_BRANCH_EXPORTER	v06	Paper backlink block flags open gate OPEN_ACTUAL_BRANCH_EXPORTER.
FILE_2_5PN	HAS_PAPER_BACKLINK_BLOCK	BACKLINK_25PN	v06	Paste-ready atlas backlink block prepared in v0.6.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	CLAIM_25PN_QUAD_NARROWING	v06	Paper backlink block references CLAIM_25PN_QUAD_NARROWING.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	CLAIM_STAGE022_P0_TARGET	v06	Paper backlink block references CLAIM_STAGE022_P0_TARGET.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	CLAIM_STAGE024_O3_ISOTROPY	v06	Paper backlink block references CLAIM_STAGE024_O3_ISOTROPY.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	EQ_COMPACT_L2_FINGERPRINT	v06	Paper backlink block references EQ_COMPACT_L2_FINGERPRINT.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	EQ_P0_TARGET	v06	Paper backlink block references EQ_P0_TARGET.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	MATH_STF_SOURCE_MAP	v06	Paper backlink block references MATH_STF_SOURCE_MAP.
BACKLINK_25PN	BACKLINKS_ATLAS_NODE	PHYS_OUTGOING_QUADRUPOLE_PORT	v06	Paper backlink block references PHYS_OUTGOING_QUADRUPOLE_PORT.
BACKLINK_25PN	BACKLINKS_SECTION_ANCHOR	SEC_25PN_CLAIMS	v06	Paper backlink block references source-section anchor SEC_25PN_CLAIMS.
BACKLINK_25PN	BACKLINKS_SECTION_ANCHOR	SEC_25PN_STF_MAP	v06	Paper backlink block references source-section anchor SEC_25PN_STF_MAP.
BACKLINK_25PN	BACKLINKS_SECTION_ANCHOR	SEC_25PN_QUAD_LEDGER	v06	Paper backlink block references source-section anchor SEC_25PN_QUAD_LEDGER.
BACKLINK_25PN	BACKLINKS_SECTION_ANCHOR	SEC_25PN_NORM_STACK	v06	Paper backlink block references source-section anchor SEC_25PN_NORM_STACK.
